evento,descrizione_evento,delta_y,delta_y_bp,delta_V,L,E_L_cond_G_hat
A2,Inflazione persistente,0.012834424185758267,128.34424185758266,-770065.451145496,770065.451145496,181993.39718483502
A2,Inflazione persistente,0.010658690231502857,106.58690231502857,-639521.4138901714,639521.4138901714,181993.39718483502
A3,Repricing severo,-0.000770188420975048,-7.70188420975048,46211.30525850288,-46211.30525850288,605230.726541648
A1,Disinflazione ordinata,-0.007269721293194378,-72.69721293194378,436183.2775916627,-436183.2775916627,-57804.18736968874
A1,Disinflazione ordinata,-0.0042514421075058074,-42.514421075058074,255086.52645034844,-255086.52645034844,-57804.18736968874
A3,Repricing severo,0.015178725109926346,151.78725109926347,-910723.5065955808,910723.5065955808,605230.726541648
A1,Disinflazione ordinata,0.002934164082329929,29.34164082329929,-176049.84493979573,176049.84493979573,-57804.18736968874
A3,Repricing severo,0.029120489841899355,291.20489841899354,-1747229.3905139612,1747229.3905139612,605230.726541648
A2,Inflazione persistente,0.00019454307375680246,1.9454307375680246,-11672.584425408148,11672.584425408148,181993.39718483502
A2,Inflazione persistente,0.006796556510115871,67.96556510115872,-407793.39060695225,407793.39060695225,181993.39718483502
A1,Disinflazione ordinata,-0.0001231410354384547,-1.231410354384547,7388.462126307281,-7388.462126307281,-57804.18736968874
A2,Inflazione persistente,0.008298404395235905,82.98404395235906,-497904.2637141543,497904.2637141543,181993.39718483502
A3,Repricing severo,0.010518724648473404,105.18724648473403,-631123.4789084042,631123.4789084042,605230.726541648
A3,Repricing severo,0.020496678939893945,204.96678939893945,-1229800.7363936368,1229800.7363936368,605230.726541648
A2,Inflazione persistente,0.004537541487604729,45.375414876047294,-272252.48925628373,272252.48925628373,181993.39718483502
A1,Disinflazione ordinata,-0.004457247532556049,-44.57247532556049,267434.85195336293,-267434.85195336293,-57804.18736968874
A3,Repricing severo,0.012324753426221646,123.24753426221646,-739485.2055732987,739485.2055732987,605230.726541648
A2,Inflazione persistente,0.00338987669159298,33.8987669159298,-203392.6014955788,203392.6014955788,181993.39718483502
A2,Inflazione persistente,0.0031183519655480236,31.183519655480236,-187101.1179328814,187101.1179328814,181993.39718483502
A2,Inflazione persistente,0.007426780130966682,74.26780130966682,-445606.8078580009,445606.8078580009,181993.39718483502
A2,Inflazione persistente,-0.0008519149554857834,-8.519149554857835,51114.897329147,-51114.897329147,181993.39718483502
A1,Disinflazione ordinata,0.0021958227330512686,21.958227330512685,-131749.36398307612,131749.36398307612,-57804.18736968874
A1,Disinflazione ordinata,-0.009026198426724821,-90.26198426724821,541571.9056034893,-541571.9056034893,-57804.18736968874
A2,Inflazione persistente,0.009786819752222363,97.86819752222362,-587209.1851333418,587209.1851333418,181993.39718483502
A2,Inflazione persistente,0.009657124607968888,96.57124607968889,-579427.4764781334,579427.4764781334,181993.39718483502
A2,Inflazione persistente,0.0035022216031631455,35.02221603163146,-210133.29618978873,210133.29618978873,181993.39718483502
A2,Inflazione persistente,0.006249972694980335,62.499726949803346,-374998.3616988201,374998.3616988201,181993.39718483502
A2,Inflazione persistente,-0.001916184136291377,-19.16184136291377,114971.04817748262,-114971.04817748262,181993.39718483502
A1,Disinflazione ordinata,-0.0002645504034491983,-2.6455040344919833,15873.024206951899,-15873.024206951899,-57804.18736968874
A2,Inflazione persistente,0.0038120714722909912,38.12071472290991,-228724.28833745947,228724.28833745947,181993.39718483502
A1,Disinflazione ordinata,0.0026501534485920382,26.50153448592038,-159009.20691552229,159009.20691552229,-57804.18736968874
A1,Disinflazione ordinata,-0.010970740693530514,-109.70740693530514,658244.4416118308,-658244.4416118308,-57804.18736968874
A2,Inflazione persistente,-0.0033552328508223202,-33.552328508223205,201313.97104933922,-201313.97104933922,181993.39718483502
A2,Inflazione persistente,0.003051091680092601,30.510916800926008,-183065.50080555605,183065.50080555605,181993.39718483502
A2,Inflazione persistente,-0.010916792420507061,-109.16792420507062,655007.5452304237,-655007.5452304237,181993.39718483502
A1,Disinflazione ordinata,-0.001720813109409956,-17.20813109409956,103248.78656459737,-103248.78656459737,-57804.18736968874
A2,Inflazione persistente,0.018564264528562274,185.64264528562273,-1113855.8717137366,1113855.8717137366,181993.39718483502
A2,Inflazione persistente,0.0011739577147867751,11.73957714786775,-70437.46288720651,70437.46288720651,181993.39718483502
A2,Inflazione persistente,0.004111167015793835,41.11167015793835,-246670.02094763008,246670.02094763008,181993.39718483502
A1,Disinflazione ordinata,-0.002463833740977483,-24.638337409774827,147830.02445864896,-147830.02445864896,-57804.18736968874
A2,Inflazione persistente,-0.004025204939316006,-40.252049393160064,241512.29635896036,-241512.29635896036,181993.39718483502
A3,Repricing severo,0.0021442803847153864,21.442803847153865,-128656.82308292319,128656.82308292319,605230.726541648
A1,Disinflazione ordinata,0.004233582995705243,42.335829957052425,-254014.97974231455,254014.97974231455,-57804.18736968874
A2,Inflazione persistente,-0.003252348612450078,-32.52348612450078,195140.9167470047,-195140.9167470047,181993.39718483502
A2,Inflazione persistente,0.008927030156891128,89.27030156891128,-535621.8094134677,535621.8094134677,181993.39718483502
A2,Inflazione persistente,0.0062725416228474095,62.725416228474096,-376352.4973708446,376352.4973708446,181993.39718483502
A2,Inflazione persistente,0.014066712265638291,140.6671226563829,-844002.7359382975,844002.7359382975,181993.39718483502
A2,Inflazione persistente,0.011944352923806557,119.44352923806558,-716661.1754283934,716661.1754283934,181993.39718483502
A2,Inflazione persistente,-0.005867988208298889,-58.67988208298889,352079.2924979333,-352079.2924979333,181993.39718483502
A1,Disinflazione ordinata,-0.003907164190552686,-39.07164190552686,234429.85143316115,-234429.85143316115,-57804.18736968874
A2,Inflazione persistente,-0.006328087819100973,-63.280878191009734,379685.2691460584,-379685.2691460584,181993.39718483502
A2,Inflazione persistente,-0.00024896958037246486,-2.4896958037246484,14938.174822347892,-14938.174822347892,181993.39718483502
A2,Inflazione persistente,-0.0017793464711906891,-17.793464711906893,106760.78827144134,-106760.78827144134,181993.39718483502
A1,Disinflazione ordinata,-0.009751496670474123,-97.51496670474123,585089.8002284473,-585089.8002284473,-57804.18736968874
A3,Repricing severo,0.03150478953430349,315.0478953430349,-1890287.3720582093,1890287.3720582093,605230.726541648
A1,Disinflazione ordinata,-0.00316594174160871,-31.6594174160871,189956.5044965226,-189956.5044965226,-57804.18736968874
A2,Inflazione persistente,-0.005109281457478246,-51.09281457478246,306556.88744869473,-306556.88744869473,181993.39718483502
A3,Repricing severo,0.006373929980257052,63.73929980257052,-382435.79881542316,382435.79881542316,605230.726541648
A1,Disinflazione ordinata,0.004069320673231614,40.69320673231614,-244159.24039389685,244159.24039389685,-57804.18736968874
A2,Inflazione persistente,0.0038057990387041765,38.05799038704176,-228347.9423222506,228347.9423222506,181993.39718483502
A3,Repricing severo,0.019950467507563147,199.50467507563147,-1197028.0504537888,1197028.0504537888,605230.726541648
A1,Disinflazione ordinata,-0.0031520966180276417,-31.520966180276417,189125.7970816585,-189125.7970816585,-57804.18736968874
A2,Inflazione persistente,-0.0003689269198051716,-3.689269198051716,22135.615188310294,-22135.615188310294,181993.39718483502
A2,Inflazione persistente,0.004652882300911278,46.528823009112784,-279172.9380546767,279172.9380546767,181993.39718483502
A2,Inflazione persistente,0.005619623851273316,56.19623851273317,-337177.431076399,337177.431076399,181993.39718483502
A2,Inflazione persistente,-0.0024659983451614373,-24.659983451614373,147959.90070968625,-147959.90070968625,181993.39718483502
A2,Inflazione persistente,0.003313793812618754,33.13793812618754,-198827.62875712526,198827.62875712526,181993.39718483502
A1,Disinflazione ordinata,8.274810844755443e-06,0.08274810844755442,-496.4886506853266,496.4886506853266,-57804.18736968874
A2,Inflazione persistente,0.009666925003344642,96.66925003344642,-580015.5002006785,580015.5002006785,181993.39718483502
A2,Inflazione persistente,0.005022277895524439,50.22277895524439,-301336.67373146635,301336.67373146635,181993.39718483502
A1,Disinflazione ordinata,-0.005078223951821226,-50.78223951821226,304693.43710927357,-304693.43710927357,-57804.18736968874
A2,Inflazione persistente,0.014225206793224521,142.2520679322452,-853512.4075934712,853512.4075934712,181993.39718483502
A2,Inflazione persistente,0.0026467411590772425,26.467411590772425,-158804.46954463454,158804.46954463454,181993.39718483502
A1,Disinflazione ordinata,-0.0016080734028249431,-16.08073402824943,96484.40416949659,-96484.40416949659,-57804.18736968874
A1,Disinflazione ordinata,0.0014519020517971605,14.519020517971605,-87114.12310782963,87114.12310782963,-57804.18736968874
A2,Inflazione persistente,0.0051320506114213285,51.32050611421329,-307923.0366852797,307923.0366852797,181993.39718483502
A1,Disinflazione ordinata,-0.0010151714834519578,-10.151714834519577,60910.28900711746,-60910.28900711746,-57804.18736968874
A2,Inflazione persistente,0.011132219716247366,111.32219716247366,-667933.1829748419,667933.1829748419,181993.39718483502
A1,Disinflazione ordinata,0.004617394279424709,46.1739427942471,-277043.65676548256,277043.65676548256,-57804.18736968874
A3,Repricing severo,0.02440941477098342,244.0941477098342,-1464564.8862590052,1464564.8862590052,605230.726541648
A2,Inflazione persistente,0.009320751037072118,93.20751037072118,-559245.0622243271,559245.0622243271,181993.39718483502
A2,Inflazione persistente,-0.000761278477784331,-7.61278477784331,45676.70866705986,-45676.70866705986,181993.39718483502
A1,Disinflazione ordinata,-0.0014019617769807,-14.019617769807,84117.706618842,-84117.706618842,-57804.18736968874
A1,Disinflazione ordinata,0.0008533966186978878,8.533966186978878,-51203.79712187327,51203.79712187327,-57804.18736968874
A2,Inflazione persistente,0.009658324543086376,96.58324543086376,-579499.4725851825,579499.4725851825,181993.39718483502
A2,Inflazione persistente,0.00018084915043193065,1.8084915043193066,-10850.94902591584,10850.94902591584,181993.39718483502
A2,Inflazione persistente,-0.0034011923930452803,-34.0119239304528,204071.5435827168,-204071.5435827168,181993.39718483502
A1,Disinflazione ordinata,-0.0019347268533199714,-19.347268533199713,116083.61119919829,-116083.61119919829,-57804.18736968874
A1,Disinflazione ordinata,0.002351532287660058,23.51532287660058,-141091.9372596035,141091.9372596035,-57804.18736968874
A2,Inflazione persistente,-0.0030972498410735327,-30.972498410735327,185834.99046441197,-185834.99046441197,181993.39718483502
A1,Disinflazione ordinata,-0.007322253107675582,-73.22253107675581,439335.1864605349,-439335.1864605349,-57804.18736968874
A1,Disinflazione ordinata,-0.0011862796524943918,-11.862796524943917,71176.7791496635,-71176.7791496635,-57804.18736968874
A1,Disinflazione ordinata,0.0007662414764581064,7.662414764581064,-45974.48858748639,45974.48858748639,-57804.18736968874
A2,Inflazione persistente,0.0032569570750722874,32.569570750722875,-195417.42450433725,195417.42450433725,181993.39718483502
A1,Disinflazione ordinata,-0.0038055670715030614,-38.055670715030615,228334.02429018368,-228334.02429018368,-57804.18736968874
A1,Disinflazione ordinata,0.003698540603823227,36.98540603823227,-221912.4362293936,221912.4362293936,-57804.18736968874
A3,Repricing severo,0.00026259211795309594,2.6259211795309594,-15755.527077185756,15755.527077185756,605230.726541648
A1,Disinflazione ordinata,0.004170384091743493,41.70384091743493,-250223.0455046096,250223.0455046096,-57804.18736968874
A1,Disinflazione ordinata,-0.0008768899227904052,-8.768899227904052,52613.39536742432,-52613.39536742432,-57804.18736968874
A2,Inflazione persistente,0.0029734233286938757,29.734233286938757,-178405.39972163254,178405.39972163254,181993.39718483502
A2,Inflazione persistente,0.0080759411315217,80.759411315217,-484556.46789130196,484556.46789130196,181993.39718483502
A3,Repricing severo,0.004836589729502619,48.365897295026194,-290195.3837701572,290195.3837701572,605230.726541648
A3,Repricing severo,-0.02359795089267433,-235.9795089267433,1415877.0535604598,-1415877.0535604598,605230.726541648
A2,Inflazione persistente,0.0015927913842826095,15.927913842826095,-95567.48305695657,95567.48305695657,181993.39718483502
A1,Disinflazione ordinata,-0.002750695952649255,-27.50695952649255,165041.7571589553,-165041.7571589553,-57804.18736968874
A1,Disinflazione ordinata,-0.002306526178847741,-23.06526178847741,138391.57073086445,-138391.57073086445,-57804.18736968874
A2,Inflazione persistente,0.00408866500301773,40.8866500301773,-245319.9001810638,245319.9001810638,181993.39718483502
A1,Disinflazione ordinata,0.00045305943781468643,4.530594378146865,-27183.566268881186,27183.566268881186,-57804.18736968874
A2,Inflazione persistente,0.005127056996017958,51.27056996017958,-307623.41976107744,307623.41976107744,181993.39718483502
A1,Disinflazione ordinata,0.0015976977790503207,15.976977790503208,-95861.86674301924,95861.86674301924,-57804.18736968874
A2,Inflazione persistente,-0.00011314684140793872,-1.1314684140793871,6788.810484476323,-6788.810484476323,181993.39718483502
A3,Repricing severo,0.01398643820256893,139.8643820256893,-839186.2921541359,839186.2921541359,605230.726541648
A2,Inflazione persistente,0.0057802638542851885,57.80263854285189,-346815.83125711133,346815.83125711133,181993.39718483502
A1,Disinflazione ordinata,-0.0036919379593616727,-36.919379593616725,221516.27756170035,-221516.27756170035,-57804.18736968874
A1,Disinflazione ordinata,-7.902173126257054e-05,-0.7902173126257055,4741.303875754233,-4741.303875754233,-57804.18736968874
A2,Inflazione persistente,-0.00044066519651208115,-4.406651965120812,26439.91179072487,-26439.91179072487,181993.39718483502
A2,Inflazione persistente,0.008992298037944976,89.92298037944977,-539537.8822766986,539537.8822766986,181993.39718483502
A2,Inflazione persistente,0.006926978545906899,69.26978545906898,-415618.71275441395,415618.71275441395,181993.39718483502
A1,Disinflazione ordinata,-0.005590319241119265,-55.90319241119265,335419.1544671559,-335419.1544671559,-57804.18736968874
A1,Disinflazione ordinata,0.0030699969895858084,30.699969895858086,-184199.8193751485,184199.8193751485,-57804.18736968874
A2,Inflazione persistente,-0.00286089725632828,-28.6089725632828,171653.8353796968,-171653.8353796968,181993.39718483502
A2,Inflazione persistente,0.0012898144489554523,12.898144489554523,-77388.86693732714,77388.86693732714,181993.39718483502
A2,Inflazione persistente,-0.0014795310092518433,-14.795310092518433,88771.8605551106,-88771.8605551106,181993.39718483502
A3,Repricing severo,0.013392335979816067,133.92335979816067,-803540.158788964,803540.158788964,605230.726541648
A2,Inflazione persistente,-0.002056270408184198,-20.562704081841982,123376.22449105188,-123376.22449105188,181993.39718483502
A2,Inflazione persistente,-8.29496365105601e-05,-0.829496365105601,4976.978190633606,-4976.978190633606,181993.39718483502
A3,Repricing severo,0.019305260456456943,193.05260456456944,-1158315.6273874165,1158315.6273874165,605230.726541648
A1,Disinflazione ordinata,0.00017903070493074827,1.7903070493074826,-10741.842295844895,10741.842295844895,-57804.18736968874
A1,Disinflazione ordinata,-0.0021547288203051717,-21.547288203051718,129283.7292183103,-129283.7292183103,-57804.18736968874
A1,Disinflazione ordinata,-0.000680227719662672,-6.8022771966267195,40813.66317976032,-40813.66317976032,-57804.18736968874
A2,Inflazione persistente,0.012460230526409634,124.60230526409634,-747613.831584578,747613.831584578,181993.39718483502
A1,Disinflazione ordinata,-0.0014629026935499287,-14.629026935499287,87774.16161299573,-87774.16161299573,-57804.18736968874
A2,Inflazione persistente,-0.009741603059856812,-97.41603059856811,584496.1835914088,-584496.1835914088,181993.39718483502
A1,Disinflazione ordinata,0.001720384735480778,17.20384735480778,-103223.08412884668,103223.08412884668,-57804.18736968874
A1,Disinflazione ordinata,-0.0022160437515360053,-22.16043751536005,132962.6250921603,-132962.6250921603,-57804.18736968874
A3,Repricing severo,-0.004169761823852827,-41.69761823852827,250185.70943116964,-250185.70943116964,605230.726541648
A3,Repricing severo,0.030499234690626834,304.9923469062683,-1829954.08143761,1829954.08143761,605230.726541648
A1,Disinflazione ordinata,0.0009079478110984647,9.079478110984647,-54476.86866590788,54476.86866590788,-57804.18736968874
A1,Disinflazione ordinata,0.0008027587061927419,8.027587061927418,-48165.52237156451,48165.52237156451,-57804.18736968874
A2,Inflazione persistente,0.005629750282457244,56.29750282457245,-337785.0169474347,337785.0169474347,181993.39718483502
A1,Disinflazione ordinata,-0.0004387390719635762,-4.387390719635762,26324.34431781457,-26324.34431781457,-57804.18736968874
A2,Inflazione persistente,-0.0022131134461690783,-22.131134461690785,132786.8067701447,-132786.8067701447,181993.39718483502
A2,Inflazione persistente,0.02541537832155639,254.15378321556392,-1524922.6992933834,1524922.6992933834,181993.39718483502
A3,Repricing severo,-0.0009132906428971199,-9.132906428971198,54797.43857382719,-54797.43857382719,605230.726541648
A1,Disinflazione ordinata,-0.0017521730788008752,-17.521730788008753,105130.38472805251,-105130.38472805251,-57804.18736968874
A2,Inflazione persistente,0.01480019666513287,148.0019666513287,-888011.7999079722,888011.7999079722,181993.39718483502
A1,Disinflazione ordinata,0.003746220006483424,37.462200064834235,-224773.20038900542,224773.20038900542,-57804.18736968874
A2,Inflazione persistente,-0.003003243251351672,-30.03243251351672,180194.59508110033,-180194.59508110033,181993.39718483502
A3,Repricing severo,0.01826570011704895,182.6570011704895,-1095942.007022937,1095942.007022937,605230.726541648
A1,Disinflazione ordinata,-0.002920738572367935,-29.20738572367935,175244.3143420761,-175244.3143420761,-57804.18736968874
A2,Inflazione persistente,0.010035048805214086,100.35048805214086,-602102.9283128452,602102.9283128452,181993.39718483502
A2,Inflazione persistente,0.0047983187450725065,47.98318745072506,-287899.12470435037,287899.12470435037,181993.39718483502
A2,Inflazione persistente,-0.001544342681181839,-15.44342681181839,92660.56087091034,-92660.56087091034,181993.39718483502
A3,Repricing severo,0.023155624523952895,231.55624523952895,-1389337.4714371737,1389337.4714371737,605230.726541648
A3,Repricing severo,0.011887545123084216,118.87545123084216,-713252.7073850529,713252.7073850529,605230.726541648
A2,Inflazione persistente,0.007014753477004908,70.14753477004908,-420885.20862029446,420885.20862029446,181993.39718483502
A3,Repricing severo,0.01814936303634311,181.4936303634311,-1088961.7821805866,1088961.7821805866,605230.726541648
A1,Disinflazione ordinata,0.0020494336371775826,20.494336371775827,-122966.01823065495,122966.01823065495,-57804.18736968874
A1,Disinflazione ordinata,-0.009554351603936327,-95.54351603936327,573261.0962361796,-573261.0962361796,-57804.18736968874
A2,Inflazione persistente,-0.0015081109513211122,-15.081109513211121,90486.65707926673,-90486.65707926673,181993.39718483502
A2,Inflazione persistente,0.0065480858455075844,65.48085845507585,-392885.15073045506,392885.15073045506,181993.39718483502
A2,Inflazione persistente,-0.00472442757157235,-47.244275715723504,283465.654294341,-283465.654294341,181993.39718483502
A1,Disinflazione ordinata,0.003908047004640852,39.08047004640852,-234482.82027845114,234482.82027845114,-57804.18736968874
A2,Inflazione persistente,-0.0025847800784681626,-25.847800784681628,155086.80470808977,-155086.80470808977,181993.39718483502
A2,Inflazione persistente,0.003135129597835941,31.35129597835941,-188107.77587015645,188107.77587015645,181993.39718483502
A1,Disinflazione ordinata,0.008219457566329389,82.19457566329389,-493167.4539797633,493167.4539797633,-57804.18736968874
A1,Disinflazione ordinata,0.0062386539253542735,62.386539253542736,-374319.2355212564,374319.2355212564,-57804.18736968874
A1,Disinflazione ordinata,0.003285378144111965,32.85378144111965,-197122.6886467179,197122.6886467179,-57804.18736968874
A3,Repricing severo,0.007887048639689661,78.87048639689661,-473222.9183813797,473222.9183813797,605230.726541648
A2,Inflazione persistente,-0.0010118164870135992,-10.118164870135992,60708.98922081595,-60708.98922081595,181993.39718483502
A1,Disinflazione ordinata,-0.0058868365446359495,-58.8683654463595,353210.19267815695,-353210.19267815695,-57804.18736968874
A2,Inflazione persistente,9.666550910582316e-05,0.9666550910582316,-5799.930546349389,5799.930546349389,181993.39718483502
A3,Repricing severo,0.021799353581182394,217.99353581182393,-1307961.2148709437,1307961.2148709437,605230.726541648
A1,Disinflazione ordinata,0.0019609033958347495,19.609033958347496,-117654.20375008497,117654.20375008497,-57804.18736968874
A1,Disinflazione ordinata,0.0041417074594676,41.417074594676,-248502.447568056,248502.447568056,-57804.18736968874
A1,Disinflazione ordinata,-0.0029410922436338893,-29.410922436338893,176465.53461803336,-176465.53461803336,-57804.18736968874
A2,Inflazione persistente,-0.004817114116039253,-48.17114116039253,289026.8469623552,-289026.8469623552,181993.39718483502
A2,Inflazione persistente,0.009184294286989626,91.84294286989626,-551057.6572193776,551057.6572193776,181993.39718483502
A3,Repricing severo,-0.0024878683803785558,-24.878683803785556,149272.10282271335,-149272.10282271335,605230.726541648
A2,Inflazione persistente,0.012198885560527877,121.98885560527877,-731933.1336316726,731933.1336316726,181993.39718483502
A1,Disinflazione ordinata,-0.0009961340697275506,-9.961340697275507,59768.04418365304,-59768.04418365304,-57804.18736968874
A1,Disinflazione ordinata,0.002397685177744877,23.976851777448772,-143861.11066469262,143861.11066469262,-57804.18736968874
A2,Inflazione persistente,0.004952792046364539,49.527920463645394,-297167.52278187237,297167.52278187237,181993.39718483502
A2,Inflazione persistente,-0.006302074026439549,-63.020740264395485,378124.4415863729,-378124.4415863729,181993.39718483502
A2,Inflazione persistente,0.005654708716367069,56.54708716367069,-339282.5229820241,339282.5229820241,181993.39718483502
A3,Repricing severo,0.01173456362869225,117.3456362869225,-704073.817721535,704073.817721535,605230.726541648
A1,Disinflazione ordinata,0.00018664724653756062,1.8664724653756062,-11198.834792253638,11198.834792253638,-57804.18736968874
A2,Inflazione persistente,0.00390705369944124,39.0705369944124,-234423.2219664744,234423.2219664744,181993.39718483502
A3,Repricing severo,0.010875586305048784,108.75586305048785,-652535.1783029271,652535.1783029271,605230.726541648
A2,Inflazione persistente,0.006402601587393345,64.02601587393345,-384156.09524360066,384156.09524360066,181993.39718483502
A1,Disinflazione ordinata,-0.0009891140269051978,-9.891140269051979,59346.84161431187,-59346.84161431187,-57804.18736968874
A1,Disinflazione ordinata,-0.00289107509370984,-28.910750937098403,173464.5056225904,-173464.5056225904,-57804.18736968874
A2,Inflazione persistente,0.013670814585777225,136.70814585777225,-820248.8751466335,820248.8751466335,181993.39718483502
A1,Disinflazione ordinata,-0.0018989920681153991,-18.98992068115399,113939.52408692395,-113939.52408692395,-57804.18736968874
A2,Inflazione persistente,0.0029383525842367857,29.383525842367856,-176301.15505420713,176301.15505420713,181993.39718483502
A3,Repricing severo,0.02901287256370015,290.12872563700154,-1740772.3538220092,1740772.3538220092,605230.726541648
A3,Repricing severo,0.01137172121316069,113.7172121316069,-682303.2727896414,682303.2727896414,605230.726541648
A2,Inflazione persistente,0.0032018266381437974,32.018266381437975,-192109.59828862784,192109.59828862784,181993.39718483502
A3,Repricing severo,0.011319678129161324,113.19678129161323,-679180.6877496794,679180.6877496794,605230.726541648
A2,Inflazione persistente,-0.006449350497104738,-64.49350497104739,386961.02982628427,-386961.02982628427,181993.39718483502
A1,Disinflazione ordinata,-0.004575465600563525,-45.75465600563525,274527.9360338115,-274527.9360338115,-57804.18736968874
A2,Inflazione persistente,0.008362418830185599,83.624188301856,-501745.12981113594,501745.12981113594,181993.39718483502
A2,Inflazione persistente,0.011322464356761368,113.22464356761368,-679347.861405682,679347.861405682,181993.39718483502
A2,Inflazione persistente,0.009686479149911794,96.86479149911794,-581188.7489947077,581188.7489947077,181993.39718483502
A1,Disinflazione ordinata,-0.008329242636581753,-83.29242636581753,499754.55819490517,-499754.55819490517,-57804.18736968874
A2,Inflazione persistente,0.003919037835675389,39.1903783567539,-235142.27014052335,235142.27014052335,181993.39718483502
A2,Inflazione persistente,0.005783887309289488,57.83887309289488,-347033.2385573693,347033.2385573693,181993.39718483502
A3,Repricing severo,0.027609776701140704,276.09776701140703,-1656586.6020684422,1656586.6020684422,605230.726541648
A1,Disinflazione ordinata,0.008904095168152527,89.04095168152527,-534245.7100891516,534245.7100891516,-57804.18736968874
A2,Inflazione persistente,0.0033956376653964094,33.95637665396409,-203738.25992378456,203738.25992378456,181993.39718483502
A3,Repricing severo,0.008103650666136662,81.03650666136662,-486219.03996819974,486219.03996819974,605230.726541648
A1,Disinflazione ordinata,0.0010013787028435388,10.013787028435388,-60082.72217061233,60082.72217061233,-57804.18736968874
A2,Inflazione persistente,0.00463337246111861,46.3337246111861,-278002.34766711656,278002.34766711656,181993.39718483502
A3,Repricing severo,0.013529067469819083,135.29067469819083,-811744.048189145,811744.048189145,605230.726541648
A2,Inflazione persistente,0.013606986367906117,136.06986367906117,-816419.182074367,816419.182074367,181993.39718483502
A2,Inflazione persistente,0.004040958601860543,40.40958601860543,-242457.51611163258,242457.51611163258,181993.39718483502
A1,Disinflazione ordinata,-0.005917624908381035,-59.176249083810355,355057.4945028621,-355057.4945028621,-57804.18736968874
A3,Repricing severo,0.019044019410424422,190.44019410424423,-1142641.1646254654,1142641.1646254654,605230.726541648
A1,Disinflazione ordinata,-0.010307620342535156,-103.07620342535157,618457.2205521094,-618457.2205521094,-57804.18736968874
A2,Inflazione persistente,0.0008857645478847773,8.857645478847774,-53145.872873086635,53145.872873086635,181993.39718483502
A1,Disinflazione ordinata,-0.010370185569644568,-103.70185569644568,622211.1341786741,-622211.1341786741,-57804.18736968874
A2,Inflazione persistente,0.0034330818598455317,34.330818598455316,-205984.9115907319,205984.9115907319,181993.39718483502
A2,Inflazione persistente,0.0034085654708651547,34.085654708651546,-204513.9282519093,204513.9282519093,181993.39718483502
A2,Inflazione persistente,-0.004220842495592436,-42.20842495592436,253250.54973554614,-253250.54973554614,181993.39718483502
A1,Disinflazione ordinata,-0.0021222113102123434,-21.222113102123433,127332.67861274061,-127332.67861274061,-57804.18736968874
A2,Inflazione persistente,0.004391886283588461,43.91886283588461,-263513.17701530765,263513.17701530765,181993.39718483502
A2,Inflazione persistente,0.0037289213280224465,37.289213280224466,-223735.2796813468,223735.2796813468,181993.39718483502
A1,Disinflazione ordinata,-0.004960425884362644,-49.60425884362644,297625.55306175863,-297625.55306175863,-57804.18736968874
A1,Disinflazione ordinata,0.002913792980321097,29.13792980321097,-174827.57881926582,174827.57881926582,-57804.18736968874
A1,Disinflazione ordinata,0.0009242726890840878,9.242726890840878,-55456.36134504527,55456.36134504527,-57804.18736968874
A2,Inflazione persistente,0.0054772218936431786,54.772218936431784,-328633.3136185907,328633.3136185907,181993.39718483502
A1,Disinflazione ordinata,-0.0018705732343134408,-18.705732343134407,112234.39405880644,-112234.39405880644,-57804.18736968874
A2,Inflazione persistente,-0.0006148755599599317,-6.148755599599317,36892.5335975959,-36892.5335975959,181993.39718483502
A1,Disinflazione ordinata,-0.006705687337362574,-67.05687337362573,402341.24024175445,-402341.24024175445,-57804.18736968874
A1,Disinflazione ordinata,-0.0036090895682246204,-36.090895682246206,216545.3740934772,-216545.3740934772,-57804.18736968874
A3,Repricing severo,0.007725565980567591,77.2556598056759,-463533.95883405546,463533.95883405546,605230.726541648
A1,Disinflazione ordinata,0.0002926810184467523,2.926810184467523,-17560.86110680514,17560.86110680514,-57804.18736968874
A1,Disinflazione ordinata,0.0009278677769572188,9.278677769572187,-55672.06661743313,55672.06661743313,-57804.18736968874
A2,Inflazione persistente,0.007252577459674213,72.52577459674214,-435154.6475804528,435154.6475804528,181993.39718483502
A3,Repricing severo,0.012786890997298442,127.86890997298443,-767213.4598379065,767213.4598379065,605230.726541648
A1,Disinflazione ordinata,-0.0011972945817266887,-11.972945817266888,71837.67490360132,-71837.67490360132,-57804.18736968874
A3,Repricing severo,0.016332433019392127,163.32433019392127,-979945.9811635276,979945.9811635276,605230.726541648
A2,Inflazione persistente,0.00880233564945984,88.0233564945984,-528140.1389675904,528140.1389675904,181993.39718483502
A3,Repricing severo,0.013046037081280513,130.46037081280514,-782762.2248768308,782762.2248768308,605230.726541648
A3,Repricing severo,0.015314056777055437,153.14056777055436,-918843.4066233262,918843.4066233262,605230.726541648
A2,Inflazione persistente,0.010688062778883796,106.88062778883796,-641283.7667330278,641283.7667330278,181993.39718483502
A1,Disinflazione ordinata,0.0024669929079873454,24.669929079873455,-148019.57447924072,148019.57447924072,-57804.18736968874
A3,Repricing severo,-0.001472925345739522,-14.72925345739522,88375.52074437132,-88375.52074437132,605230.726541648
A2,Inflazione persistente,0.0002961356228530646,2.961356228530646,-17768.137371183875,17768.137371183875,181993.39718483502
A1,Disinflazione ordinata,0.00595638162505406,59.5638162505406,-357382.8975032436,357382.8975032436,-57804.18736968874
